pageId,route,pageTitle,controlKind,controlId,label,inputType,inputProfile,required,validation,editableWhen,source,operationBinding,enabledWhen,disabledWhen,confirmation,purpose
registered,/registered,Registrované prvky,action,registered.open,Otevřít detail,,,,,,,UI.OBJECT_OPEN,object exists,object tombstoned/unavailable,NONE,Otevre canonical detail objektu.
registered,/registered,Registrované prvky,action,registered.enable,Zapnout,,,,,,,OBJECT.ENABLE,action registry says enabled,registry disabled with reason,NONE,Quick action ze sdileneho action registry.
registered,/registered,Registrované prvky,action,registered.disable,Vypnout,,,,,,,OBJECT.DISABLE,action registry says enabled,registry disabled with reason,IMPACT_IF_REQUIRED,Quick action ze sdileneho action registry.
registered,/registered,Registrované prvky,action,registered.repair,Opravit,,,,,,,OBJECT.REPAIR,repair eligible,not eligible/repair active,NONE,Quick repair action.
components,/components,Katalog komponent,field,component.search,Hledat,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Fulltext component catalogu.
components,/components,Katalog komponent,field,component.displayName,Název,text,TEXT_1,True,NONEMPTY + DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,OWNER display name component candidate/registration.
components,/components,Katalog komponent,field,component.purpose,Business účel,textarea,TEXT_8,True,NONEMPTY + DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Business purpose komponenty.
components,/components,Katalog komponent,field,component.category,Kategorie,select,,True,COMPONENT_CATEGORY_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Canonical component category.
components,/components,Katalog komponent,field,component.criticality,Criticality,select,,True,CRITICALITY_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Business criticality pro monitoring/ops kontext.
components,/components,Katalog komponent,field,component.manifest,Manifest,code,CODE_50,False,MANIFEST_SCHEMA + DIGEST + CROSS_REFERENCES,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Kanonicky registration manifest pri importu/registraci.
components,/components,Katalog komponent,action,component.register,Registrovat,,,,,,,COMPONENT.REGISTER,required registration fields/manifest valid,schema/naming/uniqueness/dependency failure,NONE,Registruje existujici objekt pres canonical validator.
components,/components,Katalog komponent,action,component.generate,Generovat,,,,,,,GENERATION.CREATE_FOR_COMPONENT,authenticated and generation capability available,OPENAI_CONFIGURATION_REQUIRED OR recovery barrier,NONE,Preda zamer do generation workflow.
components,/components,Katalog komponent,action,component.import,Importovat,,,,,,,COMPONENT.IMPORT,file/manifest selected and parseable,invalid file/unsupported schema,NONE,Nacte candidate manifest/artifact bez tiche aktivace.
components,/components,Katalog komponent,action,component.export,Exportovat,,,,,,,COMPONENT.EXPORT,object exists,no object,NONE,Exportuje exact object/revision evidence.
components,/components,Katalog komponent,action,component.validate,Validovat,,,,,,,COMPONENT.VALIDATE,candidate/current revision exists,no revision or run active,NONE,Full registration/contract validation.
components,/components,Katalog komponent,action,component.verify,Ověřit,,,,,,,COMPONENT.VERIFY,validation PASS,validation not PASS,NONE,Verification/E2E readiness.
components,/components,Katalog komponent,action,component.activate,Aktivovat,,,,,,,COMPONENT.ACTIVATE,all readiness/verification gates PASS,any blocking gate/stale state,NONE,Atomic activation pointer/bindings/routes.
components,/components,Katalog komponent,action,component.rollback,Rollback,,,,,,,COMPONENT.ROLLBACK,rollback point valid,no valid point OR safety blocker,IMPACT_PREVIEW,Rollback na verified point.
components,/components,Katalog komponent,action,component.archive,Archivovat,,,,,,,COMPONENT.ARCHIVE,archive eligible and no active dependency,active/required dependency,NONE,Archivuje neaktivni objekt/revision podle lifecycle.
components,/components,Katalog komponent,action,component.deregister,Deregistrovat,,,,,,,COMPONENT.DEREGISTER,all required detach/cleanup preconditions PASS,active dependency/binding/runtime,MANDATORY_IMPACT_PREVIEW,Terminal deregistration s impact preview.
external,/external,Externí systémy,field,external.name,Název targetu,text,TEXT_1,True,NONEMPTY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Display name external targetu.
external,/external,Externí systémy,field,external.baseUrl,Base URL,url,TEXT_1,True,ABSOLUTE_URL + EGRESS/SSRF_POLICY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Canonical base URL outbound targetu.
external,/external,Externí systémy,field,external.pathPrefixes,Povolené cesty,textarea,TEXT_8,False,NORMALIZED_RELATIVE_PREFIX_LIST,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,"Explicitni allowed path prefixy, jeden na radek."
external,/external,Externí systémy,field,external.methods,Metody,multiselect,,True,KNOWN_HTTP_METHODS,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Allowed HTTP methods.
external,/external,Externí systémy,field,external.authMode,Auth režim,select,,True,EXTERNAL_AUTH_MODE_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,NONE/Bearer/API key/OAuth/mTLS/Basic/custom header.
external,/external,Externí systémy,field,external.secret,Credential binding,select,,False,CURRENT_COMPATIBLE_SECRET_BINDING,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Exact Secret binding pro target/endpoint.
external,/external,Externí systémy,field,external.rate,Business rate limit,number,,False,NONNEGATIVE + BUSINESS_POLICY_BOUNDS,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,OWNER business hranice integrace.
external,/external,Externí systémy,field,external.requestBody,Test payload,code,CODE_50,False,EXPECTED_RESPONSE/REQUEST_SCHEMA,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Request builder body pro test call.
external,/external,Externí systémy,action,external.save,Uložit target,,,,,,,EXTERNAL.TARGET_SAVE,required fields valid,URL/method/auth/binding invalid,NONE,Persistuje target candidate/config.
external,/external,Externí systémy,action,external.test,Otestovat request,,,,,,,EXTERNAL.TEST_REQUEST,target valid/current and test request valid,circuit/policy/binding prevents dispatch,NONE,Spusti bounded test pres egress gateway.
external,/external,Externí systémy,action,external.challenge,Otestovat challenge,,,,,,,EXTERNAL.CHALLENGE_TEST,endpoint challenge contract exists,no challenge contract,NONE,Spusti provider challenge tester.
external,/external,Externí systémy,action,external.circuitOpen,Otevřít circuit,,,,,,,EXTERNAL.CIRCUIT_OPEN,circuit exists and not OPEN,already OPEN,NONE,Manual open circuit.
external,/external,Externí systémy,action,external.circuitClose,Zavřít circuit,,,,,,,EXTERNAL.CIRCUIT_CLOSE,state permits close,state/verification blocks,NONE,Manual close/reset according to state machine.
external,/external,Externí systémy,action,external.circuitReset,Resetovat circuit,,,,,,,EXTERNAL.CIRCUIT_RESET,reset permitted,active unsafe condition,NONE,Reset evidence/counters only via canonical op.
monitoring,/monitoring,Monitoring,field,monitoring.search,Hledat komponentu,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Fulltext monitoring targetu.
monitoring,/monitoring,Monitoring,field,monitoring.severity,Severity,multiselect,,False,ALERT_SEVERITY_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,WARNING/HIGH/CRITICAL segmenty.
monitoring,/monitoring,Monitoring,field,monitoring.slo,Business SLO,number,,False,POLICY_UNIT + BOUNDS,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,OWNER-defined SLO target v definovane jednotce.
monitoring,/monitoring,Monitoring,field,monitoring.runbook,Runbook reference,text,TEXT_1,False,REFERENCE_FORMAT,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Odkaz/identifikator runbooku.
monitoring,/monitoring,Monitoring,field,monitoring.suppressUntil,Potlačit do,datetime,,False,FUTURE_TIMESTAMP_WITH_POLICY_BOUNDS,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Casovy konec alert suppression.
monitoring,/monitoring,Monitoring,action,monitoring.ack,Potvrdit alert,,,,,,,ALERT.ACK,alert OPEN,not OPEN,NONE,ACK current alert bez falsifikace health.
monitoring,/monitoring,Monitoring,action,monitoring.suppress,Potlačit,,,,,,,ALERT.SUPPRESS,alert suppressible and interval valid,closed alert OR invalid interval,NONE,Nastavi suppression interval.
monitoring,/monitoring,Monitoring,action,monitoring.close,Uzavřít alert,,,,,,,ALERT.CLOSE,close preconditions satisfied,active unresolved condition,NONE,Uzavre pouze pokud close contract/postcondition dovoluje.
monitoring,/monitoring,Monitoring,action,monitoring.repair,Opravit,,,,,,,COMPONENT.REPAIR,repair eligible and evidence current,no eligible component/evidence or repair active,NONE,Spusti deduplikovany repair job z evidence.
monitoring,/monitoring,Monitoring,action,monitoring.probe,Spustit kontrolu,,,,,,,MONITORING.PROBE_RUN,probe exists and target current,no probe/binding unavailable,NONE,Ad-hoc canonical probe.
monitoring,/monitoring,Monitoring,action,monitoring.saveProfile,Uložit profil,,,,,,,MONITORING.PROFILE_SAVE,edited values valid,policy conflict/out of bounds,NONE,Ulozi OWNER-editable business hodnoty a system-managed policy inputs.
runtime-access,/runtime-access,API klíč a runtime vazby,field,runtime.search,Hledat vazbu,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Fulltext identities/bindings.
runtime-access,/runtime-access,API klíč a runtime vazby,action,runtime.revealKey,Zobrazit API klíč,,,,,,,OWNER_API_KEY.REVEAL,MFA-authenticated OWNER session current,session reauthentication required,NONE,Reveal current singleton KCML_OWNER_API_KEY.
runtime-access,/runtime-access,API klíč a runtime vazby,action,runtime.copyKey,Kopírovat API klíč,,,,,,,OWNER_API_KEY.COPY,value revealed in current trusted UI state,not revealed/current value absent,NONE,Copy current revealed value.
runtime-access,/runtime-access,API klíč a runtime vazby,action,runtime.rotateKey,Rotovat API klíč,,,,,,,OWNER_API_KEY.ROTATE,OWNER session current and no rotate pending,rotate pending/session invalid,EXPLICIT_CONFIRM,Atomicky nahradi jedinou active verzi a starou ihned zneplatni.
runtime-access,/runtime-access,API klíč a runtime vazby,action,runtime.testBinding,Otestovat vazbu,,,,,,,BINDING.TEST,binding current and target/source available,stale/inactive binding,NONE,Test resolve/dispatch preflight selected exact binding.
runtime-access,/runtime-access,API klíč a runtime vazby,action,runtime.revokeBridge,Revokovat bridge certifikát,,,,,,,BRIDGE.CERT_REVOKE,certificate current and revocable,already revoked/missing,EXPLICIT_CONFIRM,Revokuje exact OWNER Device Bridge cert.
secrets,/secrets,Secrets a hesla,field,secret.search,Hledat,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,"Fulltext stable/display name, tags, group a metadata."
secrets,/secrets,Secrets a hesla,field,secret.stableName,Stable name,text,TEXT_1,True,STABLE_SECRET_NAME_UNIQUE,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Nemenny logicky nazev secretu po vytvoreni podle contractu.
secrets,/secrets,Secrets a hesla,field,secret.displayName,Název,text,TEXT_1,True,NONEMPTY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,OWNER display label.
secrets,/secrets,Secrets a hesla,field,secret.description,Popis,textarea,TEXT_8,False,DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Business popis ucelu secretu.
secrets,/secrets,Secrets a hesla,field,secret.type,Typ,select,,True,SECRET_TYPE_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,PASSWORD/API_KEY/.../GENERIC_BINARY.
secrets,/secrets,Secrets a hesla,field,secret.value,Hodnota,secret,SECRET_50,True,TYPE_SPECIFIC + NO_SILENT_NORMALIZATION,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Plaintext hodnota nove secret version.
secrets,/secrets,Secrets a hesla,field,secret.url,URL,url,TEXT_1,False,URL_IF_PRESENT,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Volitelne metadata podle typu.
secrets,/secrets,Secrets a hesla,field,secret.username,Username,text,TEXT_1,False,DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Volitelne metadata podle typu.
secrets,/secrets,Secrets a hesla,field,secret.notes,Poznámky,textarea,TEXT_8,False,DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,OWNER poznamky.
secrets,/secrets,Secrets a hesla,field,secret.expiration,Expirace,datetime,,False,TIMESTAMP/POLICY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Volitelna expirace verze/polozky.
secrets,/secrets,Secrets a hesla,action,secret.create,Nový secret,,,,,,,SECRET.CREATE,required metadata/value valid and stableName available,validation/uniqueness failure,NONE,Vytvori secret + prvni version.
secrets,/secrets,Secrets a hesla,action,secret.reveal,Zobrazit,,,,,,,SECRET.REVEAL,secret exists and version revealable,deleted/unavailable version,NONE,Reveal plaintext active/selected version.
secrets,/secrets,Secrets a hesla,action,secret.copy,Kopírovat,,,,,,,SECRET.COPY,plaintext currently revealed,not revealed,NONE,Kopiruje revealovanou hodnotu.
secrets,/secrets,Secrets a hesla,action,secret.newVersion,Nová verze,,,,,,,SECRET.VERSION_CREATE,secret mutable metadata exists and value valid,reserved system secret special contract OR invalid value,NONE,Vytvori immutable new secret version.
secrets,/secrets,Secrets a hesla,action,secret.activateVersion,Aktivovat verzi,,,,,,,SECRET.VERSION_ACTIVATE,selected version eligible/current state valid,same active/ineligible/stale state,NONE,Atomicky prepnuti active version s invalidaci dependent state dle contractu.
secrets,/secrets,Secrets a hesla,action,secret.rotate,Rotovat,,,,,,,SECRET.ROTATE,rotation permitted,policy/state blocks,NONE,Vytvori/aktivuje novou hodnotu podle rotation policy.
secrets,/secrets,Secrets a hesla,action,secret.bind,Připojit,,,,,,,SECRET.BIND,source/revision/purpose exact and compatible,wildcard/ambiguous/stale source,NONE,Vytvori exact binding source revision -> secret/version/purpose.
secrets,/secrets,Secrets a hesla,action,secret.unbind,Odpojit,,,,,,,SECRET.UNBIND,binding removable,active required dependency,IMPACT_PREVIEW,Retiruje exact binding po impact validation.
secrets,/secrets,Secrets a hesla,action,secret.delete,Smazat,,,,,,,SECRET.DELETE,delete eligible,reserved/current required/retention dependency,EXPLICIT_CONFIRM,Lifecycle delete pouze pokud contract dovoluje; system-reserved key nelze obecnym CRUD smazat.
secrets,/secrets,Secrets a hesla,action,secret.export,Exportovat,,,,,,,SECRET.EXPORT,exportable value/metadata selected,not exportable,NONE,Export selected item/version podle contractu.
secrets,/secrets,Secrets a hesla,action,secret.testResolve,Test resolve,,,,,,,SECRET.TEST_RESOLVE,binding active/current,binding inactive/stale,NONE,Otestuje exact binding resolution bez zmeny consumer state.
audit,/audit,Audit a logy,field,audit.query,Fulltext,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Fulltext nad log/audit message a indexovanymi poli.
audit,/audit,Audit a logy,field,audit.timeFrom,Od,datetime,,False,TIMESTAMP,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Casovy filtr start.
audit,/audit,Audit a logy,field,audit.timeTo,Do,datetime,,False,TIMESTAMP >= from,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Casovy filtr konec.
audit,/audit,Audit a logy,field,audit.level,Level,multiselect,,False,LOG_LEVEL_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,fatal/error/warn/info/debug/trace.
audit,/audit,Audit a logy,field,audit.correlation,Correlation ID,text,TEXT_1,False,UUID/DOMAIN_ID_FORMAT,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Exact correlation lookup.
audit,/audit,Audit a logy,field,audit.savedName,Název dotazu,text,TEXT_1,False,NONEMPTY_IF_SAVE,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Nazev saved query.
audit,/audit,Audit a logy,action,audit.live,Živý přenos,,,,,,,AUDIT.LIVE_TAIL,stream capability available,disconnected/auth unavailable,NONE,Zapne/vypne live tail bez zmeny ulozeneho auditu.
audit,/audit,Audit a logy,action,audit.search,Hledat,,,,,,,AUDIT.SEARCH,filter set valid,invalid time range/query,NONE,Spusti server query s filtry.
audit,/audit,Audit a logy,action,audit.saveQuery,Uložit dotaz,,,,,,,AUDIT.SAVED_QUERY_CREATE,query/name valid,invalid/duplicate according to contract,NONE,Persistuje OWNER saved query.
audit,/audit,Audit a logy,action,audit.exportJsonl,Export JSONL,,,,,,,AUDIT.EXPORT_JSONL,query resolved,no query/result OR export running,NONE,Export current filtered dataset/evidence.
audit,/audit,Audit a logy,action,audit.exportCsv,Export CSV,,,,,,,AUDIT.EXPORT_CSV,query resolved,no result/export running,NONE,Export projection current resultu.
audit,/audit,Audit a logy,action,audit.verify,Ověřit integritu,,,,,,,AUDIT.INTEGRITY_VERIFY,audit store available,verification already running,NONE,Spusti audit chain integrity check.
configuration,/configuration,Konfigurace,field,config.search,Hledat nastavení,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Fulltext key/label/description/category.
configuration,/configuration,Konfigurace,field,config.category,Kategorie,multiselect,,False,CONFIG_CATEGORY_ENUM,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,network/auth/runtime/integrations/observability/presentation/AI/generation/browser/retention/deployment.
configuration,/configuration,Konfigurace,field,config.value,Hodnota,dynamic,,False,PARAMETER_VALIDATION_SCHEMA,ONLY ownerEditable=true AND managementMode != SYSTEM_MANAGED,OWNER_OR_SYSTEM,,,,,Editor dle type/schema konkretniho parametru.
configuration,/configuration,Konfigurace,field,config.reason,Poznámka ke změně,textarea,TEXT_2,False,DOMAIN_LENGTH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Volitelny OWNER kontext zmeny do auditu.
configuration,/configuration,Konfigurace,action,config.edit,Upravit,,,,,,,CONFIG.EDIT,ownerEditable=true,SYSTEM_MANAGED or read-only derived value,NONE,Prejde selected ownerEditable setting do edit mode.
configuration,/configuration,Konfigurace,action,config.apply,Použít,,,,,,,CONFIG.APPLY,dirty values valid + expected stateVersion current,validation error/stale version/apply active,NONE,Commitne desired version a config-apply run.
configuration,/configuration,Konfigurace,action,config.cancelEdit,Zrušit změny,,,,,,,UI.CONFIG_EDIT_CANCEL,dirty local form,no local changes,NONE,Zahodi pouze lokalni neodeslane editace.
configuration,/configuration,Konfigurace,action,config.rollback,Vrátit předchozí,,,,,,,CONFIG.ROLLBACK,previous snapshot exists and rollback allowed,no snapshot/mixed manual-review state,IMPACT_PREVIEW,Spusti canonical rollback apply run.
configuration,/configuration,Konfigurace,action,config.refresh,Obnovit účinný stav,,,,,,,CONFIG.REFRESH,always when authenticated,request pending,NONE,Nacte current desired/effective values a apply status.
tests-api,/tests-api,Testy a API,field,test.search,Hledat test,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Filtr suite/domain/object/endpoint/element.
tests-api,/tests-api,Testy a API,field,api.method,HTTP metoda,select,,True,OPERATION_CATALOG_METHOD,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Metoda API explorer requestu.
tests-api,/tests-api,Testy a API,field,api.path,API cesta,text,TEXT_1,True,OPERATION_CATALOG_PATH,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Cesta pod canonical API root.
tests-api,/tests-api,Testy a API,field,api.headers,Headers,code,CODE_50,False,HEADER_SCHEMA + RESERVED_FIELD_REJECTION,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Volitelne request headers mimo server-managed auth fields.
tests-api,/tests-api,Testy a API,field,api.body,JSON body,code,CODE_50,False,OPERATION_JSON_SCHEMA,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Request body dle operation schema.
tests-api,/tests-api,Testy a API,action,test.runAll,Spustit vše,,,,,,,SELFTEST.RUN_ALL,no conflicting exclusive run and platform admission ready,exclusive run/recovery barrier,NONE,Spusti cely canonical self-test catalog.
tests-api,/tests-api,Testy a API,action,test.runSelected,Spustit vybrané,,,,,,,SELFTEST.RUN_SELECTED,selection valid,empty/invalid selection,NONE,Spusti selected suite/domain/object/endpoint/element.
tests-api,/tests-api,Testy a API,action,test.cancel,Zrušit test,,,,,,,SELFTEST.CANCEL,run cancellable,terminal/noncancellable,NONE,Canonical cancel current test run.
tests-api,/tests-api,Testy a API,action,api.execute,Odeslat API request,,,,,,,API.EXPLORER_EXECUTE,method/path/body valid and operation exists,invalid/unknown operation/reserved fields,NONE,Provede skutecny request pres canonical API boundary.
tests-api,/tests-api,Testy a API,action,test.export,Exportovat evidence,,,,,,,SELFTEST.EXPORT,completed/current run has evidence,no evidence,NONE,Export test run evidence/logs/artifacts.
security,/security,Bezpečnost,field,security.username,Username,readonly,TEXT_1,False,READ_ONLY_SINGLETON,NEVER,SERVER_PROJECTION,,,,,Nemenny KRMAR78 zobrazeny pouze read-only.
security,/security,Bezpečnost,field,security.passwordSource,Zdroj hesla,readonly,TEXT_1,False,READ_ONLY,NEVER,SERVER_PROJECTION,,,,,"Zobrazi deployment-managed PASS source a posledni sync metadata, nikoli edit hesla."
security,/security,Bezpečnost,field,security.sessionFilter,Relace,select,,False,SESSION_ID,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Vyber konkretní aktivni/historicke relace pro detail/revokaci.
security,/security,Bezpečnost,action,security.mfaEnroll,Nastavit MFA,,,,,,,AUTH.MFA_ENROLL,MFA enrollment permitted/current session reauthenticated,not permitted/re-auth required,NONE,Zahaji/obnovi MFA enrollment podle auth state.
security,/security,Bezpečnost,action,security.mfaReset,Resetovat MFA,,,,,,,AUTH.MFA_RESET,current session reauthenticated and operation allowed,reauth missing/pending,EXPLICIT_CONFIRM,Canonical reset s re-auth a auditem.
security,/security,Bezpečnost,action,security.recovery,Zobrazit recovery stav,,,,,,,AUTH.RECOVERY_VIEW,session meets sensitivity guard,reauth required,NONE,Zobrazi metadata/reveal podle recovery contractu.
security,/security,Bezpečnost,action,security.revokeSession,Revokovat relaci,,,,,,,AUTH.SESSION_REVOKE,selected revocable session exists,no selection/already revoked,EXPLICIT_CONFIRM,Revokuje selected web session.
security,/security,Bezpečnost,action,security.revokeOthers,Odhlásit ostatní relace,,,,,,,AUTH.SESSIONS_REVOKE_OTHERS,other active sessions exist,none exist,EXPLICIT_CONFIRM,Revokuje vsechny krome current.
security,/security,Bezpečnost,action,security.revokeAll,Odhlásit všechny relace,,,,,,,AUTH.SESSIONS_REVOKE_ALL,authenticated/re-authenticated,guard not met,EXPLICIT_CONFIRM,Revokuje vsechny vcetne current podle exact contractu.
security,/security,Bezpečnost,action,security.changePassword,Změnit heslo v aplikaci,,,,,,,FORBIDDEN,NEVER,ALWAYS,NONE,Tato akce NESMI existovat; heslo se meni v GitHub Actions PASS.
releases,/releases,Releases a provoz,field,release.search,Hledat release,search,TEXT_1,False,BOUNDED_SEARCH_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Filtr release/build/commit/component.
releases,/releases,Releases a provoz,field,release.kind,Typ,multiselect,,False,RELEASE_KIND,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Application/component release filter.
releases,/releases,Releases a provoz,action,release.open,Otevřít release,,,,,,,RELEASE.OPEN,release exists,missing release,NONE,Otevre exact release evidence/detail.
releases,/releases,Releases a provoz,action,release.activate,Aktivovat,,,,,,,RELEASE.ACTIVATE,release VALIDATED and all promotion gates PASS,candidate not validated/stale deps/acceptance fail,NONE,Promotion/activation pouze pres canonical readiness/acceptance gate.
releases,/releases,Releases a provoz,action,release.rollback,Rollback,,,,,,,RELEASE.ROLLBACK,valid rollback target and migration/runtime safety PASS,no valid point OR incompatible state,IMPACT_PREVIEW,Atomicky prepne na verified rollback point a overi postconditions.
releases,/releases,Releases a provoz,action,release.backup,Spustit backup,,,,,,,BACKUP.RUN,backup admission ready,backup conflict/capacity/recovery barrier,NONE,Canonical local backup podle policy.
releases,/releases,Releases a provoz,action,release.restore,Obnovit ze zálohy,,,,,,,BACKUP.RESTORE,selected backup verified and restore preflight PASS,unverified/stale/incompatible backup,MANDATORY_IMPACT_PREVIEW,Restore pouze pres recovery barrier a production contract.
releases,/releases,Releases a provoz,action,release.acceptance,Spustit acceptance,,,,,,,ACCEPTANCE.RUN,release deployed/candidate environment ready,environment not ready/run active,NONE,Production-shaped acceptance run.
command-palette,GLOBAL_OVERLAY,Command palette,field,palette.query,Příkaz nebo hledání,search,TEXT_1,True,BOUNDED_QUERY,ALWAYS_WHEN_SECTION_EDITABLE,OWNER_INPUT,,,,,Jednoradkovy fuzzy/fulltext dotaz na navigation/object/action.
command-palette,GLOBAL_OVERLAY,Command palette,action,palette.execute,Provést,,,,,,,ACTION_REGISTRY.EXECUTE,one result selected and action enabled,no selection OR action disabled; reason visible,NONE,Otevre route nebo spusti selected action pres central action registry.
command-palette,GLOBAL_OVERLAY,Command palette,action,palette.close,Zavřít,,,,,,,UI.OVERLAY_CLOSE,always,never,NONE,Zavre overlay bez side effectu.
