page_id,ui_function,label_cs,binding_kind,backend_operation,permission,dashboard,dashboard_surface,chat,validation,audit,enabled_when,disabled_when,confirmation
mcp,mcp.activate,Aktivovat,CANONICAL_OPERATION,component.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,discovery/schema/E2E/bindings PASS,era unknown/ambiguous OR any gate fail,NONE
mcp,mcp.repair,Opravit,CANONICAL_OPERATION,component.repair.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,repairable failure/evidence,no repair basis OR duplicate active repair,NONE
browser,browser.new,Nová relace,CANONICAL_OPERATION,browser.session.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,capacity/admission ready,capacity exhausted OR recovery barrier,NONE
browser,browser.navigate,Otevřít URL,CANONICAL_OPERATION,browser.action.start,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,controller has write lease and URL valid,no control lease OR stale page/document identity,NONE
browser,browser.takeover,Převzít ovládání,CANONICAL_OPERATION,browser.control.acquire,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,current session controllable and not already OWNER,stale control epoch/transfer pending,NONE
browser,browser.returnAi,Vrátit AI,CANONICAL_OPERATION,browser.control.transfer,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,OWNER current controller + AI consumer attached + challenge resolved,not controller OR no AI recipient OR stale epoch,NONE
browser,browser.modeBrowse,Procházet,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,OWNER holds write lease,OWNER not controller for page input,NONE
browser,browser.modeMarkup,Označit,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,preview current,preview/document stale,NONE
browser,browser.modeTarget,Vybrat prvek,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,fresh observation/document,no current document,NONE
browser,browser.modePointer,Ukazatel,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,preview current,preview stale,NONE
browser,browser.annotationCommit,Uložit označení,CANONICAL_OPERATION,browser.annotation.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,draft geometry valid and lineage unchanged,pointer-up lineage changed without snapshot-only resolution,NONE
browser,browser.focusAi,Požádat AI: zaměř se sem,CANONICAL_OPERATION,browser.focus.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,>=1 resolvable/snapshot annotation selected and AI consumer attached,no annotation OR no AI recipient,NONE
browser,browser.focusOwner,OWNER: podívej se sem,PROJECTION_ONLY,browser.focus.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,AI proposal validated server-side,stale AI observation/invalid anchor,NONE
browser,browser.saveAccount,Uložit účet,CANONICAL_OPERATION,browser.account.save,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,account marker verified and no unresolved effect,wrong/unknown account OR incompatible state,NONE
browser,browser.close,Zavřít relaci,CANONICAL_OPERATION,browser.session.close,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,session closeable,possible mutation unknown/manual review,IMPACT_IF_NONIDLE
browser,browser.teach,Vytvořit automatizaci,CANONICAL_OPERATION,browser.automation.createFromTeaching,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,replayable deterministic flow + postconditions PASS,visual-only unresolved mutating step OR model-only replay,NONE
registered,registered.open,Otevřít detail,DYNAMIC_CANONICAL_DISPATCH,component.read / agent.definition.read / mcp.catalog.tool.read / browser.automation.read / external.target.read / secret.metadata.read,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,object exists,object tombstoned/unavailable,NONE
registered,registered.enable,Zapnout,DYNAMIC_CANONICAL_DISPATCH,component.enable / browser.automation.enable,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,action registry says enabled,registry disabled with reason,NONE
registered,registered.disable,Vypnout,DYNAMIC_CANONICAL_DISPATCH,component.disable / browser.automation.disable,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,action registry says enabled,registry disabled with reason,IMPACT_IF_REQUIRED
registered,registered.repair,Opravit,DYNAMIC_CANONICAL_DISPATCH,component.repair.request / browser.automation.repair / agent.repair.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,repair eligible,not eligible/repair active,NONE
components,component.register,Registrovat,CANONICAL_OPERATION,component.register,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,required registration fields/manifest valid,schema/naming/uniqueness/dependency failure,NONE
components,component.generate,Generovat,CANONICAL_OPERATION,generation.job.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,authenticated and generation capability available,OPENAI_CONFIGURATION_REQUIRED OR recovery barrier,NONE
components,component.import,Importovat,CANONICAL_OPERATION,component.import,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,file/manifest selected and parseable,invalid file/unsupported schema,NONE
components,component.export,Exportovat,CANONICAL_OPERATION,component.export,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,object exists,no object,NONE
components,component.validate,Validovat,CANONICAL_OPERATION,component.validate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,candidate/current revision exists,no revision or run active,NONE
components,component.verify,Ověřit,CANONICAL_OPERATION,component.verify,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,validation PASS,validation not PASS,NONE
components,component.activate,Aktivovat,CANONICAL_OPERATION,component.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,all readiness/verification gates PASS,any blocking gate/stale state,NONE
components,component.rollback,Rollback,CANONICAL_OPERATION,component.rollback,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,rollback point valid,no valid point OR safety blocker,IMPACT_PREVIEW
components,component.archive,Archivovat,CANONICAL_OPERATION,component.retire,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,archive eligible and no active dependency,active/required dependency,NONE
components,component.deregister,Deregistrovat,CANONICAL_OPERATION,component.deregister,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,all required detach/cleanup preconditions PASS,active dependency/binding/runtime,MANDATORY_IMPACT_PREVIEW
external,external.save,Uložit target,DYNAMIC_CANONICAL_DISPATCH,external.target.create / external.target.patch,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,required fields valid,URL/method/auth/binding invalid,NONE
external,external.test,Otestovat request,CANONICAL_OPERATION,external.target.test,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,target valid/current and test request valid,circuit/policy/binding prevents dispatch,NONE
external,external.challenge,Otestovat challenge,CANONICAL_OPERATION,external.webhook.test,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,endpoint challenge contract exists,no challenge contract,NONE
external,external.circuitOpen,Otevřít circuit,CANONICAL_OPERATION,external.circuit.open,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,circuit exists and not OPEN,already OPEN,NONE
external,external.circuitClose,Zavřít circuit,CANONICAL_OPERATION,external.circuit.close,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,state permits close,state/verification blocks,NONE
external,external.circuitReset,Resetovat circuit,CANONICAL_OPERATION,external.circuit.reset,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,reset permitted,active unsafe condition,NONE
monitoring,monitoring.ack,Potvrdit alert,CANONICAL_OPERATION,monitor.alert.acknowledge,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,alert OPEN,not OPEN,NONE
monitoring,monitoring.suppress,Potlačit,CANONICAL_OPERATION,monitor.alert.suppress,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,alert suppressible and interval valid,closed alert OR invalid interval,NONE
monitoring,monitoring.close,Uzavřít alert,CANONICAL_OPERATION,monitor.alert.close,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,close preconditions satisfied,active unresolved condition,NONE
monitoring,monitoring.repair,Opravit,CANONICAL_OPERATION,component.repair.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,repair eligible and evidence current,no eligible component/evidence or repair active,NONE
monitoring,monitoring.probe,Spustit kontrolu,CANONICAL_OPERATION,monitor.probe.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,probe exists and target current,no probe/binding unavailable,NONE
monitoring,monitoring.saveProfile,Uložit profil,CANONICAL_OPERATION,monitor.profile.replace,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,edited values valid,policy conflict/out of bounds,NONE
runtime-access,runtime.revealKey,Zobrazit API klíč,CANONICAL_OPERATION,ownerApiKey.reveal,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,MFA-authenticated OWNER session current,session reauthentication required,NONE
runtime-access,runtime.copyKey,Kopírovat API klíč,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,value revealed in current trusted UI state,not revealed/current value absent,NONE
runtime-access,runtime.rotateKey,Rotovat API klíč,CANONICAL_OPERATION,ownerApiKey.rotate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,OWNER session current and no rotate pending,rotate pending/session invalid,EXPLICIT_CONFIRM
runtime-access,runtime.testBinding,Otestovat vazbu,CANONICAL_OPERATION,binding.test,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,binding current and target/source available,stale/inactive binding,NONE
runtime-access,runtime.revokeBridge,Revokovat bridge certifikát,CANONICAL_OPERATION,browser.bridge.revoke,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,certificate current and revocable,already revoked/missing,EXPLICIT_CONFIRM
secrets,secret.create,Nový secret,CANONICAL_OPERATION,secret.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,required metadata/value valid and stableName available,validation/uniqueness failure,NONE
secrets,secret.reveal,Zobrazit,CANONICAL_OPERATION,secret.value.read,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,secret exists and version revealable,deleted/unavailable version,NONE
secrets,secret.copy,Kopírovat,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,plaintext currently revealed,not revealed,NONE
secrets,secret.newVersion,Nová verze,CANONICAL_OPERATION,secret.version.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,secret mutable metadata exists and value valid,reserved system secret special contract OR invalid value,NONE
secrets,secret.activateVersion,Aktivovat verzi,CANONICAL_OPERATION,secret.version.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,selected version eligible/current state valid,same active/ineligible/stale state,NONE
secrets,secret.rotate,Rotovat,CANONICAL_OPERATION,secret.rotate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,rotation permitted,policy/state blocks,NONE
secrets,secret.bind,Připojit,CANONICAL_OPERATION,secret.bind,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,source/revision/purpose exact and compatible,wildcard/ambiguous/stale source,NONE
secrets,secret.unbind,Odpojit,CANONICAL_OPERATION,secret.unbind,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,binding removable,active required dependency,IMPACT_PREVIEW
secrets,secret.delete,Smazat,CANONICAL_OPERATION,secret.delete,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,delete eligible,reserved/current required/retention dependency,EXPLICIT_CONFIRM
secrets,secret.export,Exportovat,CANONICAL_OPERATION,secret.export,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,exportable value/metadata selected,not exportable,NONE
secrets,secret.testResolve,Test resolve,CANONICAL_OPERATION,secret.resolve.test,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,binding active/current,binding inactive/stale,NONE
audit,audit.live,Živý přenos,CANONICAL_OPERATION,log.stream,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,stream capability available,disconnected/auth unavailable,NONE
audit,audit.search,Hledat,CANONICAL_OPERATION,log.query,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,filter set valid,invalid time range/query,NONE
audit,audit.saveQuery,Uložit dotaz,CANONICAL_OPERATION,audit.savedQuery.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,query/name valid,invalid/duplicate according to contract,NONE
audit,audit.exportJsonl,Export JSONL,CANONICAL_OPERATION,log.export,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,query resolved,no query/result OR export running,NONE
audit,audit.exportCsv,Export CSV,CANONICAL_OPERATION,log.export,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,query resolved,no result/export running,NONE
audit,audit.verify,Ověřit integritu,CANONICAL_OPERATION,audit.integrity.verify,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,audit store available,verification already running,NONE
configuration,config.edit,Upravit,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,ownerEditable=true,SYSTEM_MANAGED or read-only derived value,NONE
configuration,config.apply,Použít,CANONICAL_OPERATION,config.apply,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,dirty values valid + expected stateVersion current,validation error/stale version/apply active,NONE
configuration,config.cancelEdit,Zrušit změny,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,dirty local form,no local changes,NONE
